Chronically Homeless,Chronically Homeless Individuals,Chronically Homeless People in Families,Homeless Children of Parenting Youth,Homeless Family Households,Homeless Individuals,Homeless Parenting Youth (Under 25),Homeless Parenting Youth Age 18-24,Homeless Parenting Youth Under 18,Homeless People in Families,Homeless Unaccompanied Youth (Under 25),Homeless Unaccompanied Youth Age 18-24,Homeless Unaccompanied Youth Under 18,Homeless Veterans,Number of CoCs,Overall Homeless,Sheltered ES Chronically Homeless,Sheltered ES Chronically Homeless Individuals,Sheltered ES Chronically Homeless People in Families,Sheltered ES Homeless,Sheltered ES Homeless Children of Parenting Youth,Sheltered ES Homeless Family Households,Sheltered ES Homeless Individuals,Sheltered ES Homeless Parenting Youth (Under 25),Sheltered ES Homeless Parenting Youth Age 18-24,Sheltered ES Homeless Parenting Youth Under 18,Sheltered ES Homeless People in Families,Sheltered ES Homeless Unaccompanied Youth (Under 25),Sheltered ES Homeless Unaccompanied Youth Age 18-24,Sheltered ES Homeless Unaccompanied Youth Under 18,Sheltered ES Homeless Veterans,Sheltered SH Chronically Homeless,Sheltered SH Chronically Homeless Individuals,Sheltered SH Homeless,Sheltered SH Homeless Individuals,Sheltered SH Homeless Unaccompanied Youth (Under 25),Sheltered SH Homeless Unaccompanied Youth Age 18-24,Sheltered SH Homeless Unaccompanied Youth Under 18,Sheltered SH Homeless Veterans,Sheltered TH Homeless,Sheltered TH Homeless Children of Parenting Youth,Sheltered TH Homeless Family Households,Sheltered TH Homeless Individuals,Sheltered TH Homeless Parenting Youth (Under 25),Sheltered TH Homeless Parenting Youth Age 18-24,Sheltered TH Homeless Parenting Youth Under 18,Sheltered TH Homeless People in Families,Sheltered TH Homeless Unaccompanied Youth (Under 25),Sheltered TH Homeless Unaccompanied Youth Age 18-24,Sheltered TH Homeless Unaccompanied Youth Under 18,Sheltered TH Homeless Veterans,Sheltered Total Chronically Homeless,Sheltered Total Chronically Homeless Individuals,Sheltered Total Chronically Homeless People in Families,Sheltered Total Homeless,Sheltered Total Homeless Children of Parenting Youth,Sheltered Total Homeless Family Households,Sheltered Total Homeless Individuals,Sheltered Total Homeless Parenting Youth (Under 25),Sheltered Total Homeless Parenting Youth Age 18-24,Sheltered Total Homeless Parenting Youth Under 18,Sheltered Total Homeless People in Families,Sheltered Total Homeless Unaccompanied Youth (Under 25),Sheltered Total Homeless Unaccompanied Youth Age 18-24,Sheltered Total Homeless Unaccompanied Youth Under 18,Sheltered Total Homeless Veterans,State,Unsheltered Chronically Homeless,Unsheltered Chronically Homeless Individuals,Unsheltered Chronically Homeless People in Families,Unsheltered Homeless,Unsheltered Homeless Children of Parenting Youth,Unsheltered Homeless Family Households,Unsheltered Homeless Individuals,Unsheltered Homeless Parenting Youth (Under 25),Unsheltered Homeless Parenting Youth Age 18-24,Unsheltered Homeless Parenting Youth Under 18,Unsheltered Homeless People in Families,Unsheltered Homeless Unaccompanied Youth (Under 25),Unsheltered Homeless Unaccompanied Youth Age 18-24,Unsheltered Homeless Unaccompanied Youth Under 18,Unsheltered Homeless Veterans,year
908.0,804,104.0,45.0,327,2823,44.0,44.0,0.0,1048,313.0,278.0,35.0,313,8,3871,314.0,241.0,73.0,2077,16.0,177,1510,14.0,14.0,0.0,567,147.0,116.0,31.0,125.0,16.0,16.0,17,17,1.0,1.0,0.0,2.0,586,20.0,80,321,19.0,19.0,0.0,265,78.0,78.0,0.0,79.0,330.0,257,73.0,2680,36.0,257,1848,33.0,33.0,0.0,832,226.0,195.0,31.0,206,OK,578.0,547,31.0,1191,9.0,70,975,11.0,11.0,0.0,216,87.0,83.0,4.0,107,2018
4321.0,4013,308.0,114.0,1108,11139,105.0,104.0,1.0,3337,1309.0,992.0,317.0,1363,7,14476,954.0,856.0,98.0,3757,27.0,298,2822,24.0,24.0,0.0,935,286.0,216.0,70.0,299.0,6.0,6.0,8,8,1.0,1.0,0.0,0.0,1786,54.0,204,1197,47.0,46.0,1.0,589,203.0,177.0,26.0,301.0,960.0,862,98.0,5551,81.0,502,4027,71.0,70.0,1.0,1524,490.0,394.0,96.0,600,OR,3361.0,3151,210.0,8925,33.0,606,7112,34.0,34.0,0.0,1813,819.0,598.0,221.0,763,2018
1408.0,1318,90.0,533.0,1760,8163,359.0,359.0,0.0,5349,684.0,634.0,50.0,982,16,13512,660.0,574.0,86.0,7863,272.0,1079,4539,181.0,181.0,0.0,3324,384.0,354.0,30.0,293.0,211.0,211.0,280,280,23.0,23.0,0.0,50.0,3625,260.0,672,1630,177.0,177.0,0.0,1995,134.0,132.0,2.0,567.0,871.0,785,86.0,11768,532.0,1751,6449,358.0,358.0,0.0,5319,541.0,509.0,32.0,910,PA,537.0,533,4.0,1744,1.0,9,1714,1.0,1.0,0.0,30,143.0,125.0,18.0,72,2018
1091.0,1074,17.0,14.0,75,2921,13.0,13.0,0.0,261,104.0,99.0,5.0,82,2,3182,140.0,136.0,4.0,342,3.0,9,313,1.0,1.0,0.0,29,8.0,4.0,4.0,3.0,15.0,15.0,16,16,0.0,0.0,0.0,0.0,312,4.0,22,251,4.0,4.0,0.0,61,7.0,7.0,0.0,15.0,155.0,151,4.0,670,7.0,31,580,5.0,5.0,0.0,90,15.0,11.0,4.0,18,PR,936.0,923,13.0,2512,7.0,44,2341,8.0,8.0,0.0,171,89.0,88.0,1.0,64,2018
264.0,233,31.0,16.0,121,747,16.0,16.0,0.0,354,39.0,39.0,0.0,103,1,1101,247.0,216.0,31.0,739,6.0,65,557,8.0,8.0,0.0,182,32.0,32.0,0.0,37.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,311,10.0,55,141,8.0,8.0,0.0,170,6.0,6.0,0.0,63.0,247.0,216,31.0,1050,16.0,120,698,16.0,16.0,0.0,352,38.0,38.0,0.0,100,RI,17.0,17,0.0,51,0.0,1,49,0.0,0.0,0.0,2,1.0,1.0,0.0,3,2018
686.0,671,15.0,41.0,273,3082,34.0,34.0,0.0,851,237.0,225.0,12.0,415,4,3933,341.0,333.0,8.0,1997,19.0,135,1572,15.0,15.0,0.0,425,104.0,97.0,7.0,137.0,11.0,11.0,15,15,0.0,0.0,0.0,4.0,577,9.0,65,381,6.0,6.0,0.0,196,66.0,62.0,4.0,179.0,352.0,344,8.0,2589,28.0,200,1968,21.0,21.0,0.0,621,170.0,159.0,11.0,320,SC,334.0,327,7.0,1344,13.0,73,1114,13.0,13.0,0.0,230,67.0,66.0,1.0,95,2018
190.0,115,75.0,18.0,105,836,12.0,11.0,1.0,323,61.0,57.0,4.0,110,1,1159,134.0,67.0,67.0,707,7.0,77,476,6.0,5.0,1.0,231,30.0,28.0,2.0,30.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,167,8.0,14,122,3.0,3.0,0.0,45,12.0,10.0,2.0,59.0,134.0,67,67.0,874,15.0,91,598,9.0,8.0,1.0,276,42.0,38.0,4.0,89,SD,56.0,48,8.0,285,3.0,14,238,3.0,3.0,0.0,47,19.0,19.0,0.0,21,2018
1663.0,1556,107.0,102.0,526,6139,61.0,61.0,0.0,1744,485.0,436.0,49.0,742,10,7883,601.0,551.0,50.0,3547,44.0,228,2792,27.0,27.0,0.0,755,174.0,148.0,26.0,223.0,8.0,8.0,11,11,0.0,0.0,0.0,6.0,1470,13.0,138,1050,12.0,12.0,0.0,420,104.0,88.0,16.0,327.0,609.0,559,50.0,5028,57.0,366,3853,39.0,39.0,0.0,1175,278.0,236.0,42.0,556,TN,1054.0,997,57.0,2855,45.0,160,2286,22.0,22.0,0.0,569,207.0,200.0,7.0,186,2018
3404.0,3269,135.0,349.0,1917,19199,231.0,220.0,11.0,6111,1379.0,1260.0,119.0,1935,11,25310,1476.0,1341.0,135.0,11307,204.0,1263,7299,135.0,128.0,7.0,4008,557.0,459.0,98.0,688.0,38.0,38.0,64,64,0.0,0.0,0.0,16.0,3405,137.0,582,1554,90.0,90.0,0.0,1851,197.0,194.0,3.0,438.0,1514.0,1379,135.0,14776,341.0,1845,8917,225.0,218.0,7.0,5859,754.0,653.0,101.0,1142,TX,1890.0,1890,0.0,10534,8.0,72,10282,6.0,2.0,4.0,252,625.0,607.0,18.0,793,2018
306.0,298,8.0,52.0,287,1904,38.0,38.0,0.0,972,191.0,173.0,18.0,239,3,2876,219.0,211.0,8.0,1946,44.0,213,1224,33.0,33.0,0.0,722,123.0,106.0,17.0,72.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,510,7.0,73,262,4.0,4.0,0.0,248,34.0,34.0,0.0,150.0,219.0,211,8.0,2456,51.0,286,1486,37.0,37.0,0.0,970,157.0,140.0,17.0,222,UT,87.0,87,0.0,420,1.0,1,418,1.0,1.0,0.0,2,34.0,33.0,1.0,17,2018
897.0,812,85.0,136.0,660,3928,93.0,93.0,0.0,2047,286.0,274.0,12.0,485,16,5975,608.0,523.0,85.0,4232,97.0,472,2784,66.0,66.0,0.0,1448,199.0,187.0,12.0,299.0,14.0,14.0,18,18,1.0,1.0,0.0,0.0,810,37.0,171,264,25.0,25.0,0.0,546,37.0,37.0,0.0,101.0,622.0,537,85.0,5060,134.0,643,3066,91.0,91.0,0.0,1994,237.0,225.0,12.0,400,VA,275.0,275,0.0,915,2.0,17,862,2.0,2.0,0.0,53,49.0,49.0,0.0,85,2018
307.0,307,0.0,0.0,26,415,0.0,0.0,0.0,71,4.0,4.0,0.0,24,1,486,0.0,0.0,0.0,137,0.0,22,77,0.0,0.0,0.0,60,2.0,2.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,42,0.0,4,31,0.0,0.0,0.0,11,0.0,0.0,0.0,3.0,0.0,0,0.0,179,0.0,26,108,0.0,0.0,0.0,71,2.0,2.0,0.0,7,VI,307.0,307,0.0,307,0.0,0,307,0.0,0.0,0.0,0,2.0,2.0,0.0,17,2018
160.0,138,22.0,36.0,169,780,33.0,33.0,0.0,511,101.0,95.0,6.0,104,2,1291,138.0,120.0,18.0,1029,30.0,148,581,30.0,30.0,0.0,448,60.0,57.0,3.0,34.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,180,6.0,17,130,3.0,3.0,0.0,50,33.0,30.0,3.0,62.0,138.0,120,18.0,1209,36.0,165,711,33.0,33.0,0.0,498,93.0,87.0,6.0,96,VT,22.0,18,4.0,82,0.0,4,69,0.0,0.0,0.0,13,8.0,8.0,0.0,8,2018
6158.0,5775,383.0,260.0,1800,16424,203.0,196.0,7.0,5880,2184.0,1911.0,273.0,1636,6,22304,1800.0,1582.0,218.0,7652,92.0,762,5103,64.0,64.0,0.0,2549,453.0,379.0,74.0,479.0,37.0,37.0,41,41,0.0,0.0,0.0,1.0,3990,141.0,821,1375,120.0,114.0,6.0,2615,310.0,277.0,33.0,290.0,1837.0,1619,218.0,11683,233.0,1583,6519,184.0,178.0,6.0,5164,763.0,656.0,107.0,770,WA,4321.0,4156,165.0,10621,27.0,217,9905,19.0,18.0,1.0,716,1421.0,1255.0,166.0,866,2018
527.0,446,81.0,152.0,660,2740,102.0,102.0,0.0,2167,246.0,224.0,22.0,332,4,4907,416.0,335.0,81.0,3139,62.0,371,1897,39.0,39.0,0.0,1242,157.0,137.0,20.0,120.0,33.0,33.0,67,67,5.0,5.0,0.0,1.0,1319,88.0,280,419,60.0,60.0,0.0,900,53.0,52.0,1.0,200.0,449.0,368,81.0,4525,150.0,651,2383,99.0,99.0,0.0,2142,215.0,194.0,21.0,321,WI,78.0,78,0.0,382,2.0,9,357,3.0,3.0,0.0,25,31.0,30.0,1.0,11,2018
154.0,150,4.0,6.0,73,1021,3.0,3.0,0.0,222,61.0,51.0,10.0,131,4,1243,83.0,83.0,0.0,870,6.0,57,697,3.0,3.0,0.0,173,44.0,39.0,5.0,69.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,180,0.0,15,135,0.0,0.0,0.0,45,8.0,3.0,5.0,37.0,84.0,84,0.0,1060,6.0,72,842,3.0,3.0,0.0,218,52.0,42.0,10.0,106,WV,70.0,66,4.0,183,0.0,1,179,0.0,0.0,0.0,4,9.0,9.0,0.0,25,2018
46.0,42,4.0,6.0,77,434,8.0,8.0,0.0,205,82.0,66.0,16.0,47,1,639,42.0,42.0,0.0,269,1.0,21,221,4.0,4.0,0.0,48,32.0,24.0,8.0,36.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,171,5.0,35,78,4.0,4.0,0.0,93,36.0,30.0,6.0,11.0,42.0,42,0.0,440,6.0,56,299,8.0,8.0,0.0,141,68.0,54.0,14.0,47,WY,4.0,0,4.0,199,0.0,21,135,0.0,0.0,0.0,64,14.0,12.0,2.0,0,2018
96913.0,88640,8273.0,11319.0,56342,372417,8724.0,8637.0,87.0,180413,36361.0,32268.0,4093.0,37878,398,552830,35570.0,29749.0,5821.0,275705,7679.0,39588,148764,5892.0,5851.0,41.0,126941,11457.0,9978.0,1479.0,10689.0,1005.0,1005.0,1947,1947,57.0,49.0,8.0,637.0,80711,3112.0,11925,43629,2357.0,2321.0,36.0,37082,6497.0,5970.0,527.0,11986.0,36575.0,30754,5821.0,358363,10791.0,51513,194340,8249.0,8172.0,77.0,164023,18011.0,15997.0,2014.0,23312,Total,60338.0,57886,2452.0,194467,528.0,4829,178077,475.0,465.0,10.0,16390,18350.0,16271.0,2079.0,14566,2018
,278,,,190,1062,,,,580,,,,203,2,1642,,,,898,,95,618,,,,280,,,,,,,0,0,,,,,489,,70,273,,,,216,,,,,,221,,1387,,165,891,,,,496,,,,152,AK,,57,,255,,25,171,,,,84,,,,51,2007
,993,,,466,4184,,,,1268,,,,974,8,5452,,,,1452,,96,1210,,,,242,,,,,,,0,0,,,,,2344,,251,1613,,,,731,,,,,,483,,3796,,347,2823,,,,973,,,,745,AL,,510,,1656,,119,1361,,,,295,,,,229,2007
,852,,,324,2987,,,,849,,,,287,9,3836,,,,1251,,97,985,,,,266,,,,,,,0,0,,,,,1034,,87,781,,,,253,,,,,,409,,2285,,184,1766,,,,519,,,,255,AR,,443,,1551,,140,1221,,,,330,,,,32,2007
,2804,,,1459,10020,,,,4626,,,,869,3,14646,,,,3934,,463,2412,,,,1522,,,,,,,0,0,,,,,4684,,828,2011,,,,2673,,,,,,650,,8618,,1291,4423,,,,4195,,,,858,AZ,,2154,,6028,,168,5597,,,,431,,,,11,2007
,40341,,,8733,110952,,,,28034,,,,16701,42,138986,,,,23920,,2265,17096,,,,6824,,,,,,,0,0,,,,,24591,,3530,13401,,,,11190,,,,,,5950,,48511,,5795,30497,,,,18014,,,,5827,CA,,34391,,90475,,2938,80455,,,,10020,,,,10874,2007
,2050,,,2704,6844,,,,7381,,,,1541,3,14225,,,,3630,,584,2158,,,,1472,,,,,,,0,0,,,,,3341,,848,896,,,,2445,,,,,,404,,6971,,1432,3054,,,,3917,,,,931,CO,,1646,,7254,,1272,3790,,,,3464,,,,610,2007
,1023,,,442,3173,,,,1309,,,,436,12,4482,,,,2262,,211,1631,,,,631,,,,,,,0,0,,,,,1409,,193,825,,,,584,,,,,,596,,3671,,404,2456,,,,1215,,,,330,CT,,427,,811,,38,717,,,,94,,,,106,2007
,1760,,,507,3717,,,,1603,,,,524,1,5320,,,,3248,,246,2455,,,,793,,,,,,,0,0,,,,,1732,,261,922,,,,810,,,,,,1439,,4980,,507,3377,,,,1603,,,,487,DC,,321,,340,,0,340,,,,0,,,,37,2007
,150,,,119,716,,,,345,,,,204,1,1061,,,,439,,56,283,,,,156,,,,,,,0,0,,,,,415,,55,247,,,,168,,,,,,76,,854,,111,530,,,,324,,,,142,DE,,74,,207,,8,186,,,,21,,,,62,2007
,7463,,,5618,33040,,,,15029,,,,5841,27,48069,,,,8988,,1412,5367,,,,3621,,,,,,,0,0,,,,,11541,,1371,7405,,,,4136,,,,,,1842,,20529,,2783,12772,,,,7757,,,,2658,FL,,5621,,27540,,2835,20268,,,,7272,,,,3183,2007
,2484,,,2177,12521,,,,7118,,,,2243,7,19639,,,,4267,,352,3351,,,,916,,,,,,,0,0,,,,,4074,,513,2392,,,,1682,,,,,,1108,,8341,,865,5743,,,,2598,,,,1929,GA,,1376,,11298,,1312,6778,,,,4520,,,,314,2007
,0,,,120,254,,,,471,,,,0,1,725,,,,33,,5,14,,,,19,,,,,,,0,0,,,,,70,,9,39,,,,31,,,,,,0,,103,,14,53,,,,50,,,,0,GU,,0,,622,,106,201,,,,421,,,,0,2007
,778,,,734,3335,,,,2735,,,,223,2,6070,,,,1039,,115,654,,,,385,,,,,,,0,0,,,,,1673,,329,446,,,,1227,,,,,,132,,2712,,444,1100,,,,1612,,,,223,HI,,646,,3358,,290,2235,,,,1123,,,,0,2007
,307,,,427,1504,,,,1230,,,,162,3,2734,,,,852,,83,615,,,,237,,,,,,,0,0,,,,,1589,,325,639,,,,950,,,,,,225,,2441,,408,1254,,,,1187,,,,155,IA,,82,,293,,19,250,,,,43,,,,7,2007
,95,,,210,1102,,,,647,,,,102,2,1749,,,,586,,55,440,,,,146,,,,,,,0,0,,,,,539,,120,173,,,,366,,,,,,37,,1125,,175,613,,,,512,,,,34,ID,,58,,624,,35,489,,,,135,,,,68,2007
,2681,,,2273,8653,,,,6834,,,,1330,21,15487,,,,5913,,600,3994,,,,1919,,,,,,,0,0,,,,,6258,,1446,1988,,,,4270,,,,,,1434,,12171,,2046,5982,,,,6189,,,,945,IL,,1247,,3316,,227,2671,,,,645,,,,385,2007
,694,,,863,4734,,,,2624,,,,516,3,7358,,,,2871,,338,1898,,,,973,,,,,,,0,0,,,,,3225,,484,1726,,,,1499,,,,,,450,,6096,,822,3624,,,,2472,,,,502,IN,,244,,1262,,41,1110,,,,152,,,,14,2007
,159,,,281,1208,,,,903,,,,296,6,2111,,,,1172,,157,668,,,,504,,,,,,,0,0,,,,,657,,102,335,,,,322,,,,,,117,,1829,,259,1003,,,,826,,,,285,KS,,42,,282,,22,205,,,,77,,,,11,2007
,574,,,1367,3890,,,,4171,,,,482,3,8061,,,,2666,,241,1857,,,,809,,,,,,,0,0,,,,,3274,,785,1077,,,,2197,,,,,,351,,5940,,1026,2934,,,,3006,,,,407,KY,,223,,2121,,341,956,,,,1165,,,,75,2007
,562,,,832,2973,,,,2521,,,,408,9,5494,,,,1388,,209,776,,,,612,,,,,,,0,0,,,,,2529,,391,1379,,,,1150,,,,,,226,,3917,,600,2155,,,,1762,,,,315,LA,,336,,1577,,232,818,,,,759,,,,93,2007
,2790,,,2468,8292,,,,6835,,,,1252,21,15127,,,,7311,,1321,3583,,,,3728,,,,,,,0,0,,,,,6402,,1030,3596,,,,2806,,,,,,2056,,13713,,2351,7179,,,,6534,,,,1217,MA,,734,,1414,,117,1113,,,,301,,,,35,2007
,1550,,,1415,5052,,,,4576,,,,572,16,9628,,,,3564,,451,2116,,,,1448,,,,,,,0,0,,,,,2854,,463,1417,,,,1437,,,,,,749,,6418,,914,3533,,,,2885,,,,541,MD,,801,,3210,,501,1519,,,,1691,,,,31,2007
,97,,,502,1136,,,,1502,,,,119,3,2638,,,,664,,74,451,,,,213,,,,,,,0,0,,,,,1912,,423,637,,,,1275,,,,,,67,,2576,,497,1088,,,,1488,,,,117,ME,,30,,62,,5,48,,,,14,,,,2,2007
,2716,,,3056,17553,,,,10742,,,,876,24,28295,,,,7325,,840,4792,,,,2533,,,,,,,0,0,,,,,4227,,690,2175,,,,2052,,,,,,927,,11552,,1530,6967,,,,4585,,,,749,MI,,1789,,16743,,1526,10586,,,,6157,,,,127,2007
,1414,,,2411,3269,,,,4054,,,,551,13,7323,,,,2899,,469,1343,,,,1556,,,,,,,0,0,,,,,2979,,1832,838,,,,2141,,,,,,967,,5878,,2301,2181,,,,3697,,,,443,MN,,447,,1445,,110,1088,,,,357,,,,108,2007
,1221,,,972,3336,,,,2911,,,,416,9,6247,,,,2969,,442,1657,,,,1312,,,,,,,0,0,,,,,2168,,392,904,,,,1264,,,,,,917,,5137,,834,2561,,,,2576,,,,394,MO,,304,,1110,,138,775,,,,335,,,,22,2007
,.,,,.,.,,,,.,,,,.,0,.,,,,.,,.,.,,,,.,,,,,,,.,.,,,,,.,,.,.,,,,.,,,,,,.,,.,,.,.,,,,.,,,,.,MP,,.,,.,,.,.,,,,.,,,,.,2007
,593,,,76,1115,,,,262,,,,161,3,1377,,,,303,,24,217,,,,86,,,,,,,0,0,,,,,548,,50,376,,,,172,,,,,,169,,851,,74,593,,,,258,,,,158,MS,,424,,526,,2,522,,,,4,,,,3,2007
,83,,,166,633,,,,517,,,,143,1,1150,,,,502,,75,270,,,,232,,,,,,,0,0,,,,,353,,75,128,,,,225,,,,,,35,,855,,150,398,,,,457,,,,83,MT,,48,,295,,16,235,,,,60,,,,60,2007
,1645,,,1199,8391,,,,3411,,,,992,13,11802,,,,4745,,433,3437,,,,1308,,,,,,,0,0,,,,,3134,,389,1956,,,,1178,,,,,,846,,7879,,822,5393,,,,2486,,,,827,NC,,799,,3923,,377,2998,,,,925,,,,165,2007
,80,,,70,403,,,,233,,,,67,1,636,,,,405,,45,252,,,,153,,,,,,,0,0,,,,,172,,16,127,,,,45,,,,,,71,,577,,61,379,,,,198,,,,62,ND,,9,,59,,9,24,,,,35,,,,5,2007
,785,,,515,2172,,,,1359,,,,165,7,3531,,,,1798,,245,1165,,,,633,,,,,,,0,0,,,,,1209,,246,572,,,,637,,,,,,486,,3007,,491,1737,,,,1270,,,,151,NE,,299,,524,,24,435,,,,89,,,,14,2007
,367,,,380,1255,,,,993,,,,111,3,2248,,,,725,,104,472,,,,253,,,,,,,0,0,,,,,548,,132,179,,,,369,,,,,,263,,1273,,236,651,,,,622,,,,60,NH,,104,,975,,144,604,,,,371,,,,51,2007
,2525,,,3201,8972,,,,8342,,,,618,21,17314,,,,10095,,1861,5233,,,,4862,,,,,,,0,0,,,,,4741,,1162,1801,,,,2940,,,,,,1582,,14836,,3023,7034,,,,7802,,,,499,NJ,,943,,2478,,178,1938,,,,540,,,,119,2007
,711,,,367,1861,,,,1154,,,,163,2,3015,,,,958,,72,743,,,,215,,,,,,,0,0,,,,,790,,154,320,,,,470,,,,,,245,,1748,,226,1063,,,,685,,,,163,NM,,466,,1267,,141,798,,,,469,,,,0,2007
,871,,,700,6477,,,,2165,,,,1623,3,8642,,,,1528,,68,1353,,,,175,,,,,,,0,0,,,,,3290,,305,2286,,,,1004,,,,,,191,,4818,,373,3639,,,,1179,,,,903,NV,,680,,3824,,327,2838,,,,986,,,,720,2007
,6476,,,11245,28056,,,,34545,,,,4742,32,62601,,,,44686,,9484,15612,,,,29074,,,,,,,0,0,,,,,12595,,1708,7295,,,,5300,,,,,,2413,,57281,,11192,22907,,,,34374,,,,4732,NY,,4063,,5320,,53,5149,,,,171,,,,10,2007
,2308,,,1622,6870,,,,4394,,,,1062,9,11264,,,,5695,,708,3858,,,,1837,,,,,,,0,0,,,,,3685,,684,1734,,,,1951,,,,,,1601,,9380,,1392,5592,,,,3788,,,,981,OH,,707,,1884,,230,1278,,,,606,,,,81,2007
,779,,,433,2982,,,,1239,,,,381,8,4221,,,,2154,,191,1634,,,,520,,,,,,,0,0,,,,,935,,119,567,,,,368,,,,,,395,,3089,,310,2201,,,,888,,,,304,OK,,384,,1132,,123,781,,,,351,,,,77,2007
,2829,,,2463,9871,,,,7719,,,,705,8,17590,,,,3462,,375,2309,,,,1153,,,,,,,0,0,,,,,4867,,1031,1811,,,,3056,,,,,,1087,,8329,,1406,4120,,,,4209,,,,571,OR,,1742,,9261,,1057,5751,,,,3510,,,,134,2007
,1589,,,2651,8229,,,,7991,,,,1805,17,16220,,,,6445,,923,3525,,,,2920,,,,,,,0,0,,,,,8296,,1674,3407,,,,4889,,,,,,914,,14741,,2597,6932,,,,7809,,,,1729,PA,,675,,1479,,54,1297,,,,182,,,,76,2007
,2904,,,116,3914,,,,395,,,,104,2,4309,,,,546,,39,437,,,,109,,,,,,,0,0,,,,,822,,41,713,,,,109,,,,,,585,,1368,,80,1150,,,,218,,,,31,PR,,2319,,2941,,36,2764,,,,177,,,,73,2007
,134,,,214,643,,,,729,,,,62,1,1372,,,,688,,85,403,,,,285,,,,,,,0,0,,,,,635,,127,196,,,,439,,,,,,90,,1323,,212,599,,,,724,,,,59,RI,,44,,49,,2,44,,,,5,,,,3,2007
,573,,,458,3771,,,,1889,,,,435,5,5660,,,,1680,,138,1261,,,,419,,,,,,,0,0,,,,,1406,,188,769,,,,637,,,,,,367,,3086,,326,2030,,,,1056,,,,350,SC,,206,,2574,,132,1741,,,,833,,,,85,2007
,104,,,108,268,,,,311,,,,108,1,579,,,,269,,46,138,,,,131,,,,,,,0,0,,,,,269,,58,97,,,,172,,,,,,79,,538,,104,235,,,,303,,,,106,SD,,25,,41,,4,33,,,,8,,,,2,2007
,2767,,,955,8462,,,,2748,,,,1028,10,11210,,,,3587,,215,2926,,,,661,,,,,,,0,0,,,,,2859,,345,1797,,,,1062,,,,,,896,,6446,,560,4723,,,,1723,,,,859,TN,,1871,,4764,,395,3739,,,,1025,,,,169,2007
,7931,,,3839,26306,,,,13482,,,,5527,18,39788,,,,13840,,1171,9420,,,,4420,,,,,,,0,0,,,,,9042,,1630,3699,,,,5343,,,,,,3290,,22882,,2801,13119,,,,9763,,,,3034,TX,,4641,,16906,,1038,13187,,,,3719,,,,2493,2007
,801,,,395,1945,,,,1066,,,,227,3,3011,,,,1551,,120,1071,,,,480,,,,,,,0,0,,,,,1147,,275,561,,,,586,,,,,,488,,2698,,395,1632,,,,1066,,,,202,UT,,313,,313,,0,313,,,,0,,,,25,2007
,1963,,,1410,5523,,,,4223,,,,848,22,9746,,,,4323,,625,2568,,,,1755,,,,,,,0,0,,,,,3244,,630,1224,,,,2020,,,,,,923,,7567,,1255,3792,,,,3775,,,,657,VA,,1040,,2179,,155,1731,,,,448,,,,191,2007
,487,,,10,537,,,,22,,,,5,1,559,,,,28,,4,18,,,,10,,,,,,,0,0,,,,,44,,6,32,,,,12,,,,,,0,,72,,10,50,,,,22,,,,5,VI,,487,,487,,0,487,,,,0,,,,0,2007
,191,,,154,599,,,,436,,,,64,2,1035,,,,340,,61,175,,,,165,,,,,,,0,0,,,,,380,,60,205,,,,175,,,,,,60,,720,,121,380,,,,340,,,,38,VT,,131,,315,,33,219,,,,96,,,,26,2007
,2603,,,3722,13289,,,,10090,,,,1421,8,23379,,,,6450,,724,4275,,,,2175,,,,,,,0,0,,,,,10407,,2514,3838,,,,6569,,,,,,1333,,16857,,3238,8113,,,,8744,,,,1199,WA,,1270,,6522,,484,5176,,,,1346,,,,222,2007
,689,,,1108,2403,,,,3245,,,,466,4,5648,,,,2366,,406,1179,,,,1187,,,,,,,0,0,,,,,2719,,627,892,,,,1827,,,,,,468,,5085,,1033,2071,,,,3014,,,,449,WI,,221,,563,,75,332,,,,231,,,,17,2007
,1151,,,197,1915,,,,494,,,,787,4,2409,,,,1677,,55,1551,,,,126,,,,,,,0,0,,,,,470,,115,173,,,,297,,,,,,1058,,2147,,170,1724,,,,423,,,,760,WV,,93,,262,,27,191,,,,71,,,,27,2007
,38,,,91,331,,,,206,,,,40,1,537,,,,272,,12,243,,,,29,,,,,,,0,0,,,,,125,,39,14,,,,111,,,,,,0,,397,,51,257,,,,140,,,,40,WY,,38,,140,,40,74,,,,66,,,,0,2007
,119813,,,78535,412700,,,,234558,,,,60988,461,647258,,,,216659,,29586,128169,,,,88490,,,,,,,0,0,,,,,174742,,31228,84904,,,,89838,,,,,,41768,,391401,,60814,213073,,,,178328,,,,39653,Total,,78045,,255857,,17721,199627,,,,56230,,,,21335,2007
,439,,,172,1067,,,,579,,,,218,2,1646,,,,847,,83,557,,,,290,,,,,,,0,0,,,,,605,,75,355,,,,250,,,,,,355,,1452,,158,912,,,,540,,,,189,AK,,84,,194,,14,155,,,,39,,,,29,2008
